 frequency       inoise_spectrum onoise_spectrum
 1.55051578e+05  5.12085334e-08  2.73190893e-07 
 1.73019574e+05  4.85351525e-08  2.58928752e-07 
 1.93069773e+05  4.60076072e-08  2.45444625e-07 
 2.15443469e+05  4.36182853e-08  2.32697901e-07 
 2.40409918e+05  4.13599874e-08  2.20650174e-07 
 2.68269580e+05  3.92259057e-08  2.09265124e-07 
 2.99357729e+05  3.72096024e-08  1.98508407e-07 
 3.34048498e+05  3.53049902e-08  1.88347546e-07 
 3.72759372e+05  3.35063134e-08  1.78751838e-07 
 4.15956216e+05  3.18081297e-08  1.69692247e-07 
 4.64158883e+05  3.02052936e-08  1.61141322e-07 
 5.17947468e+05  2.86929394e-08  1.53073107e-07 
 5.77969288e+05  2.72664661e-08  1.45463055e-07 
 6.44946677e+05  2.59215223e-08  1.38287952e-07 
 7.19685673e+05  2.46539920e-08  1.31525840e-07 
 8.03085722e+05  2.34599809e-08  1.25155943e-07 
 8.96150502e+05  2.23358030e-08  1.19158596e-07 
 1.00000000e+06  2.12779682e-08  1.13515180e-07 
 1.11588399e+06  2.02831699e-08  1.08208056e-07 
 1.24519708e+06  1.93482734e-08  1.03220499e-07 
 1.38949549e+06  1.84703044e-08  9.85366416e-08 
 1.55051578e+06  1.76464381e-08  9.41414138e-08 
 1.73019574e+06  1.68739886e-08  9.00204863e-08 
 1.93069773e+06  1.61503987e-08  8.61602171e-08 
 2.15443469e+06  1.54732307e-08  8.25475998e-08 
 2.40409918e+06  1.48401564e-08  7.91702145e-08 
 2.68269580e+06  1.42489491e-08  7.60161812e-08 
 2.99357729e+06  1.36974754e-08  7.30741173e-08 
 3.34048498e+06  1.31836874e-08  7.03330968e-08 
 3.72759372e+06  1.27056161e-08  6.77826148e-08 
 4.15956216e+06  1.22613656e-08  6.54125551e-08 
 4.64158883e+06  1.18491074e-08  6.32131620e-08 
 5.17947468e+06  1.14670765e-08  6.11750167e-08 
 5.77969288e+06  1.11135673e-08  5.92890184e-08 
 6.44946677e+06  1.07869313e-08  5.75463691e-08 
 7.19685673e+06  1.04855749e-08  5.59385638e-08 
 8.03085722e+06  1.02079582e-08  5.44573830e-08 
 8.96150502e+06  9.95259466e-09  5.30948903e-08 
 1.00000000e+07  9.71805083e-09  5.18434322e-08 
 1.11588399e+07  9.50294705e-09  5.06956397e-08 
 1.24519708e+07  9.30595806e-09  4.96444323e-08 
 1.38949549e+07  9.12581395e-09  4.86830223e-08 
 1.55051578e+07  8.96130111e-09  4.78049192e-08 
 1.73019574e+07  8.81126308e-09  4.70039335e-08 
 1.93069773e+07  8.67460128e-09  4.62741797e-08 
 2.15443469e+07  8.55027536e-09  4.56100772e-08 
 2.40409918e+07  8.43730337e-09  4.50063492e-08 
 2.68269580e+07  8.33476142e-09  4.44580197e-08 
 2.99357729e+07  8.24178309e-09  4.39604077e-08 
 3.34048498e+07  8.15755839e-09  4.35091190e-08 
 3.72759372e+07  8.08133238e-09  4.31000355e-08 
 4.15956216e+07  8.01240351e-09  4.27293019e-08 
 4.64158883e+07  7.95012165e-09  4.23933100e-08 
 5.17947468e+07  7.89388590e-09  4.20886801e-08 
 5.77969288e+07  7.84314222e-09  4.18122405e-08 
 6.44946677e+07  7.79738093e-09  4.15610040e-08 
 7.19685673e+07  7.75613413e-09  4.13321412e-08 
 8.03085722e+07  7.71897305e-09  4.11229514e-08 
 8.96150502e+07  7.68550540e-09  4.09308289e-08 
 1.00000000e+08  7.65537275e-09  4.07532261e-08 
 1.11588399e+08  7.62824794e-09  4.05876101e-08 
 1.24519708e+08  7.60383253e-09  4.04314151e-08 
 1.38949549e+08  7.58185434e-09  4.02819858e-08 
 1.55051578e+08  7.56206506e-09  4.01365137e-08 
 1.73019574e+08  7.54423788e-09  3.99919636e-08 
 1.93069773e+08  7.52816527e-09  3.98449885e-08 
 2.15443469e+08  7.51365672e-09  3.96918338e-08 
 2.40409918e+08  7.50053655e-09  3.95282293e-08 
 2.68269580e+08  7.48864171e-09  3.93492709e-08 
 2.99357729e+08  7.47781955e-09  3.91492944e-08 
 3.34048498e+08  7.46792552e-09  3.89217497e-08 
 3.72759372e+08  7.45882074e-09  3.86590847e-08 
 4.15956216e+08  7.45036935e-09  3.83526580e-08 
 4.64158883e+08  7.44243569e-09  3.79927055e-08 
 5.17947468e+08  7.43488103e-09  3.75683962e-08 
 5.77969288e+08  7.42755990e-09  3.70680190e-08 
 6.44946677e+08  7.42031584e-09  3.64793504e-08 
 7.19685673e+08  7.41297637e-09  3.57902446e-08 
 8.03085722e+08  7.40534715e-09  3.49894722e-08 
 8.96150502e+08  7.39720491e-09  3.40677925e-08 
 1.00000000e+09  7.38828915e-09  3.30191860e-08 
 1.11588399e+09  7.37829223e-09  3.18420996e-08 
 1.24519708e+09  7.36684763e-09  3.05404917e-08 
 1.38949549e+09  7.35351616e-09  2.91244351e-08 
 1.55051578e+09  7.33776998e-09  2.76100735e-08 
 1.73019574e+09  7.31897426e-09  2.60188353e-08 
 1.93069773e+09  7.29636681e-09  2.43759710e-08 
 2.15443469e+09  7.26903612e-09  2.27086394e-08 
 2.40409918e+09  7.23589893e-09  2.10438663e-08 
 2.68269580e+09  7.19567935e-09  1.94067026e-08 
 2.99357729e+09  7.14689247e-09  1.78188302e-08 
 3.34048498e+09  7.08783719e-09  1.62977284e-08 
 3.72759372e+09  7.01660428e-09  1.48563904e-08 
 4.15956216e+09  6.93110767e-09  1.35034879e-08 
 4.64158883e+09  6.82914766e-09  1.22438393e-08 
 5.17947468e+09  6.70851466e-09  1.10790422e-08 
 5.77969288e+09  6.56713868e-09  1.00081529e-08 
 6.44946677e+09  6.40328362e-09  9.02833419e-09 
 7.19685673e+09  6.21577451e-09  8.13542614e-09 
 8.03085722e+09  6.00423260e-09  7.32441919e-09 
 8.96150502e+09  5.76928025e-09  6.58982853e-09 
 1.00000000e+10  5.51267063e-09  5.92597813e-09 
